#group,false,false,true,true,false,false,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string
#default,mean,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,nodo
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T17:25:00Z,63.28,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T17:26:10Z,60.372,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T17:27:20Z,63.9675,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T17:28:30Z,64.5475,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T17:29:40Z,63.54,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T17:30:50Z,62.760000000000005,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T17:32:00Z,64.545,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T17:33:10Z,63.666,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T17:34:20Z,62.7775,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T17:35:30Z,62.128,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T17:36:40Z,59.35,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T17:37:50Z,61.212500000000006,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T17:39:00Z,62.227999999999994,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T17:40:10Z,59.065999999999995,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T17:41:20Z,59.309999999999995,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T17:42:30Z,59.664,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T17:43:40Z,58.54,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T17:44:50Z,63.60000000000001,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T17:46:00Z,62.246,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T17:47:10Z,59.46,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T17:48:20Z,57.947500000000005,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T17:49:30Z,57.80799999999999,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T17:50:40Z,58.186,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T17:51:50Z,57.9925,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T17:53:00Z,58.928,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T17:54:10Z,59.272000000000006,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T17:55:20Z,58.7975,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T17:56:30Z,58.382000000000005,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T17:57:40Z,58.086,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T17:58:50Z,57.8725,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T18:00:00Z,60.73,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T18:01:10Z,59,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T18:02:20Z,58.004999999999995,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T18:03:30Z,57.824,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T18:04:40Z,57.778,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T18:05:50Z,57.875,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T18:07:00Z,57.775999999999996,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T18:08:10Z,58.068,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T18:09:20Z,57.8775,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T18:10:30Z,58.94,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T18:11:40Z,57.727999999999994,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T18:12:50Z,58.224999999999994,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T18:14:00Z,58.010000000000005,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T18:15:10Z,57.79,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T18:16:20Z,57.9125,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T18:17:30Z,57.936,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T18:18:40Z,58.76800000000001,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T18:19:50Z,60.589999999999996,leq,leq,1
,,0,2025-06-13T17:00:00Z,2025-06-14T00:00:00Z,2025-06-13T18:21:00Z,59.334,leq,leq,1
